key,label,gold_text,asr_text,wer
1_11322_u,1,"you know what? that was almost on topic. i'm gonna say, ""good job, sheldon.""","you know, that was almost on topic. i'm gonna say, good job, sheldon.",0.2857142857142857
1_11378_u,1,are you sure a dummy like me can handle something as complicated as a blanket?,so we can fly out. are you sure a dummy like me can handle something that's complicated as a blanket?,0.4
1_11439_u,1,"no, you're right, we should do what you do. have our mom send us pants from the walmart in houston.","no, you're right. we should do what you do. have our mom send us pants from the walmart in houston.",0.05
1_1144_u,1,"notify the editors of the oxford english dictionary. the word ""plenty"" has been redefined to mean ""two.""","notify the editors of the oxford english dictionary, the word plenty has been redefined to mean two.",0.17647058823529413
1_11485_u,0,is that why you had to take him to office depot last night?,is that what you had to take him to office deeper last night? i-,0.23076923076923078
1_11526_u,0,"as you may know, i've been experimenting with elevated anxiety levels, and i thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?","as you may know, i've been experimenting with elevated anxiety levels, and i thought what better way to increase my discomfort than to subject myself to an evening of tasteless, uncensored, crotch talk.",0.12121212121212122
1_11529_u,0,"and how difficult it is to do when she's bloated, cranky and crampy?",and how difficult it is to do when she's bloated cranky and crampy continue.,0.23076923076923078
1_11609_u,0,"i've, uh, created some other user accounts so i can post positive comments about their paper.",i've created some other user accounts so i can post positive comments about their paper.,0.125
1_11697_u,1,the answer's in this puzzle box. let's see if you can open it.,the answer's in this puzzle box. let's see if you can open it.,0.0
1_11699_u,1,"no, stuart picked out those throw pillows all on his own.","no, stuart picked out those troop pillows all in his own",0.2727272727272727
1_11723_u,0,"not much, but he seemed to be in a pretty good place.",not much but he seemed to be in a pretty good place. how are you?,0.3333333333333333
1_11736_u,0,"i don't know, perhaps somebody took it off the carousel by mistake?",i don't know. perhaps somebody took it off the carousel by mistake.,0.16666666666666666
1_11773_u,1,this is why i've been saying we should keep champagne on ice.,this is why i've been saying we should keep champagne on ice. so our castam.,0.25
1_1180_u,1,"oh, please. the only way she could make a contribution to science would be if they resumed sending chimps into space.","oh please, i wish she could make a contribution to science be if they resume sending chimps into space",0.38095238095238093
1_1185_u,0,i think tonight was a very good start.,i think tonight was a very good start.,0.0
1_11885_u,1,"yeah, turns out half a dozen menorahs really sets a mood.","pretty in here. yeah, it turns out half a dozen menorahs really sets a mood.",0.36363636363636365
1_11889_u,0,"yeah, we just want to have the kind of dinner that we've all had here so many times before.","yeah, we just want to have the kind of dinner that we've all had here so many times before. good.",0.05263157894736842
1_1189_u,0,"i'm sorry, i am not going back to the renaissance fair.","i'm sorry, i am not going back to the renaissance fair.",0.0
1_11901_u,1,"yeah, good for you, leonard. that's a lovely little notion. kind of like, i wish i could talk to my uncle in chicago. yeah, now stand back while i invent the telephone. hello? oh, hold on. leonard, it's your uncle. he says you just got burned.","yeah, good for you, leonard. that's a lovely little notion. kind of like, i wish i could talk to my uncle in chicago. yeah, now stand back while i invent the telephone. hello? hold on, leonard, it's your uncle. he says you just got burned.",0.043478260869565216
1_11913_u,1,it's why my people wandered the desert for 40 years. took that long to walk it off.,that's why my people wondered the desert for 40 years took that long to walk it off,0.23529411764705882
1_11924_u,1,"all right, amy's in charge of pricing and being 75.","alright, amy's in charge of pricing and being 75.",0.2
1_11928_u,0,"and if i had a friend, they might have told me that.","and if i had a friend, they might have told me that.",0.0
1_12002_u,0,then buckle up; you're in for a cranky night.,"and buckle up, you're in for a cranky night.",0.2222222222222222
1_12083_u,0,"oh, just put it in your mouth and pop it like a zit.",just put it in your mouth and pop it like a zit.,0.07692307692307693
1_12202_u,1,"no need to. as soon as she flies into california airspace, i'll feel a disturbance in the force.","no need to. as soon as she flies into california airspace, i'll feel the disturbance in the force.",0.05555555555555555
1_12275_u,0,"uh, no. i overheard bernadette tell howard she was making him a meat loaf, and you don't have to not ask me twice.",i've known i overheard bernadette tell howard she's making him a meatloaf and you don't have to not ask me twice,0.30434782608695654
1_12320_u,0,"oh, yes, we've got the moon and the trees and... elizabeth mcnulty, who apparently died when she was the same age i am.","beautiful night. oh, yes. you caught the moon and the trees and elizabeth mcnulty, who apparently died when she was the same age i am. laughter",0.30434782608695654
1_12331_u,0,"wow, there's a denny's in vegas you can actually get married in.","wow, there's a denny's in vegas you can actually get married in.",0.0
1_1262_u,0,you were very clear. as was everyone else at the table.,"yes, you were very clear as was everyone else at the table",0.2727272727272727
1_1296_u,1,"they gave him an assistant? if i want a new pen, i have to go to the bank with wire cutters.","if i want a new pen, i have to go to the bank with wire cutters.",0.23809523809523808
1_1466_u,1,"maybe when i publish it, i'll include an inhaler.",maybe when i've published it all including inhaler.,0.6666666666666666
1_1470_u,0,i don't know. it just died. i'm getting a bunch of static.,"i don't know, it just died. i'm getting much ecstatic. did you...",0.4166666666666667
1_1478_u,1,"sadly, mrs. giselle wolowitz is sensitive to chlorine. lucky for her i like my fashion models pruny and bug-eyed.","sadly mrs. jazzell walewitz is sensitive to chlorine. lucky for her, i like my fashion models pruny and bug-eyed.",0.21052631578947367
1_1484_u,0,the big deal is that nobody touches food on my plate.,the only thing that's good is that nobody touches food on my plate.,0.36363636363636365
1_1549_u,1,on a dusty highway just outside bakersfield. where do you think? on mars!,"on a dusty highway just outside bakersfield, where do you think on mars?",0.23076923076923078
1_1560_u,1,how nice. maybe they can carpool when they visit you in federal prison.,how nice. maybe they can carpool when they visit you in federal prison.,0.0
1_162_u,0,"sheldon, if you were a robot, and i knew and you didn't...","sheldon, if you are a robot and i knew and you didn't...",0.16666666666666666
1_1627_u,0,"what do you think i did? i discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!","what do you think i did? i just completely slipped off the other earring, put it in my pocket, and then got the hell out of there.",0.15384615384615385
1_1638_u,1,the blunt instrument that will be the focus of my murder trial?,the blunt instrument that will be the focus of my murder trial.,0.08333333333333333
1_1666_u,0,would it work if i just punched you in the face?,would it work if i just punched you in the face?,0.0
1_1678_u,0,answering the question once and for all why wolowitz bailed out of medical school.,answering the question once and for all why wallowids bailed out of medical school.,0.07142857142857142
1_1722_u,0,my aunt marion gave them to me for my 12th birthday.,my aunt mary gave them to me for my 12th birthday.,0.09090909090909091
1_1732_u,1,you were right. your larynx is terribly inflamed. i've never seen anything like it.,"you were right, your learnings is terribly inflamed. i mean i've never seen anything like it.",0.2857142857142857
1_175_u,1,"if you're compiling a mix cd for a double suicide. oh, i hope that scratching post is for you.","if you're compiling a mixed cd for a double suicide. oh, i hope that scratching post is for you.",0.05263157894736842
1_1772_u,1,"""dave."" sounds like leonard's got a new bff.","ooh, dave! sounds like leonard's got a new bff!",0.375
1_1798_u,1,"if you don't like this stuff, let's go next door and build her a bear.","sheldon, if you don't like this stuff, let's just go next door and build her a bear.",0.13333333333333333
1_1803_u,1,"- maybe i heard you wrong. a lot of words sound like ""yoga.""",i never said that. maybe i heard you wrong. a lot of words sound like yoga.,0.38461538461538464
1_182_u,1,no. the dark crescent-shaped patterns under your arms conceal it nicely.,"now, the dark crescent shape patterns under your arms can seal it nicely.",0.45454545454545453
1_1931_u,1,why don't you just lie down on the floor and swim there?,we just light out on the floor and swim there.,0.5
1_1973_u,1,i hope i'm a waitress at the cheesecake factory for my whole life.,great! i hope i'm a waitress at the cheesecake factory from my whole life!,0.23076923076923078
1_1987_u,1,"when i didn't pay my bill, the department of water and power thought i would enjoy the ambience.","yeah, when i didn't pay my bill, the department of water and power thought i would enjoy the ambiance.",0.1111111111111111
1_2075_u,0,there's no hurry. tell them more about their secret love for each other.,want to call there's no hurry mother tell them more about their secret love for each other,0.46153846153846156
1_2119_u,1,"kind of makes you feel more alive, doesn't it?","it kind of makes you feel more alive, doesn't it?",0.1111111111111111
1_213_u,1,"how's this? ""pleased to meet you, dr. gablehauser. ""how fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.","his hand and go. how's this? please to meet you dr. gablehouser, how fortunate for you that the university has chosen to hire you despite the fact that you've done no original research in 25 years and instead have written a series of popular books that reduce the great concepts of science to a series of anecdotes, each one dumbed down to accommodate the duration of an average bowel movement.",0.2923076923076923
1_2198_u,1,"assuming i can keep up this pace, three hours, 11 minutes. plus however long it takes to conclude this fairly pointless conversation.","i'm gonna take. assuming i can keep up this pace, three hours, eleven minutes. it plus however long it takes to conclude this fairly pointless conversation.",0.22727272727272727
1_2216_u,0,"excuse me, but what about me? why don't i get a shot?","excuse me, what about me? why don't i get a shot? fine.",0.16666666666666666
1_2354_u,1,"so? do cocaine smugglers write ""cocaine"" on the box?","so, do cocaine smugglers write cocaine on the box?",0.2222222222222222
1_2361_u,0,thank you so much for giving me the opportunity to help.,thank you so much for giving me the opportunity to help.,0.0
1_2420_u,0,you know this can go on all night. why don't you just come with us?,"you know this can go on all night, why don't you just come with us?",0.06666666666666667
1_2423_u,0,provided he has already read and is familiar with the reestablishment of the dc multiverse.,"the provided he has already read infinite crisis, and 52, and is familiar with the reestablishment of the dc multiverse.",0.3333333333333333
1_2464_u,1,"you think ""coffee,"" means coffee. that is so sweet.","oh, you think coffee means coffee that is so sweet.",0.3333333333333333
1_2575_u,0,"you don't really believe in that superstition, do you?","you don't really believe in that superstition, do you?",0.0
1_2580_u,1,"okay, here's an idea. what if i change my name and go live with my cousin and her husband, avi, in israel?","okay, here's an idea. what if i change my name and go live with my cousin and her husband, avi and israel?",0.09090909090909091
1_2614_u,1,hardly a day goes by when i don't think about it.,were pulled hardly a day goes by when i don't think about it.,0.18181818181818182
1_2616_u,1,"sure, maybe a tableau of me trying to pummel you to death.","sure, maybe a tablo with me trying to pummel you to death.",0.16666666666666666
1_2664_u,0,"terrific, it's just that... i don't think penny wants me to go.",terrific. it's just that i don't think penny wants me to go.,0.16666666666666666
1_2669_u,0,what did you mean when you said you were going to miss me?,what do you mean when you said you were going to miss me?,0.07692307692307693
1_276_u,1,"yeah, my parents felt that naming me leonard and putting me in advanced placement classes wasn't getting me beaten up enough.","hello. yeah, my parents felt that naming me leonard and putting me in advance placement classes wasn't getting me beaten up enough",0.14285714285714285
1_2778_u,1,"ooh, big talk from a man who was once treed by a chicken.",oh big talk from a man who is once treated by a chicken.,0.23076923076923078
1_2792_u,0,"no, i mean, we can always go back to being friends.","no, i mean, we can always go back to being friends.",0.0
1_2797_u,1,it's an ical download. she can put it right in her phone.,it's an ical download so you can put it right in her phone,0.3333333333333333
1_2819_u,1,"you know, i've always wanted to go to a goth nightclub.","you know, i've always wanted to go to a golf night club. really? busy?",0.45454545454545453
1_2830_u,0,"no, i'm behind on my wiki-reading. i'm kind of on a john grisham kick right now.","no, i'm behind on my wiki reading. i'm kind of in a john grisham cake right now.",0.25
1_2837_u,0,"- chocolate? - no, i don't want any chocolate!",chan?,1.0
1_2842_u,0,"oh, you know, goth stuff. goth magazines, goth music.","oh, you know, god, stuff, god, magazines, god music. god.",0.5555555555555556
1_2853_u,1,"obviously, waitressing at the cheese cake factory is a complex socio-economic activity that requires a great deal of analysis and planning.","obviously, what you're seeing in the cheesecake factory is a complex socioeconomic activity that requires a great deal of analysis and planning.",0.3333333333333333
1_3064_u,1,when i have enough to destroy all the human toast on the battlestar known as galactica.,when i have enough to destroy all the human toast on the battlestar known as galactica.,0.0
1_3069_u,0,seems like an awful lot of trouble to go through for intercourse.,"huh, seems like an awful lot of trouble to go through for intercourse.",0.08333333333333333
1_3125_u,1,"but if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.",but if she dumps you she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one,0.07407407407407407
1_3177_u,0,"not a great movie, but look at that beautiful desert.","not a great movie, but look at that beautiful desert.",0.0
1_3204_u,0,right. that was so good! sweety and meaty at the same time.,"right, that was so good! sweetie and mitty at the same time.",0.25
1_3256_u,1,"i'm sorry, fiddling with yourself in the bathtub is a real class act.","i'm sorry, fiddling with yourself in the bathtub is a real class act.",0.0
1_3259_u,1,"no, i mean princess leia. of course i mean bernadette. she's a wonderful girl and she really likes you.","bernadette? no, i mean princess laird. of course, i mean bernadette. she's a wonderful girl and she really likes you. i know.",0.2631578947368421
1_3287_u,1,"oh, sure. and while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?","and while we're at it, while we put our hands behind our backs have an old-fashioned eaten contest.",0.3333333333333333
1_3293_u,1,leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,leonard's work is nearly as amazing as third graders growing lime abeens and wet paper towels.,0.1875
1_3333_u,0,"okay, i got a bone to pick with you.","okay, i gotta bone the pick with you. what?",0.4444444444444444
1_3348_u,0,"raj, you should've seen leonard's experiment. the interference pattern was so cool when the electron beam was on.","rosh, you should have seen leonard's experiment. the interference pattern was so cool when the electron beam was on.",0.16666666666666666
1_3371_u,0,"i was going to ask leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.","i was going to ask lennart to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating having machinery. no?",0.11538461538461539
1_340_u,1,"sure, cut the foreigner in half. there's a billion more where he came from.","half. oh sure, got the fart on half. there's a billion more he came from.",0.42857142857142855
1_3419_u,1,"oh, we don't need to talk about that anymore. leonard covered it pretty well in the car.","oh, we don't need to talk about that anymore. leonard covered it pretty well in the car.",0.0
1_3476_u,0,don't you think looking for a new city to live in is a bit of an overreaction?,don't you think looking for a new city to live in is a bit of an overreaction? our apartment was...,0.17647058823529413
1_3545_u,1,"i understand your point, but given a choice, jews always go with chinese food.","i understand your point, but given a choice, jews always go with chinese food.",0.0
1_3573_u,1,"well, i always figured it was to study us, discover our weaknesses, and report back to your alien overlords.","i always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",0.05263157894736842
1_3599_u,0,why don't you keep that stuff in the bathroom?,top desk drawer. you keep that stuff in the bathroom.,0.4444444444444444
1_3649_u,0,"oh, no, no, i said i'm inviting you to come with me to stan lee's house.",i said i'm inviting you to come with me to stanley's house.,0.3125
1_3660_u,1,there a new girlfriend in there? 'cause you might need one.,there are new girlfriend in there because you might need one.,0.2727272727272727
1_3707_u,1,"oh, i'm so glad you asked it like that. you.",i'm so glad you asked it like that you,0.3
1_3766_u,1,can we please talk about something else? maybe something vaguely related to life as we know it on this planet?,would you please talk about something else? maybe something vaguely related to life as we know it on this planet?,0.1
1_3837_u,0,"excuse me, i'm thirsty, so i'm going to go to the refrigerator and get myself a refreshing beverage.","excuse me, i'm thirsty, so i'm going to go to the refrigerator and get myself a refreshing beverage.",0.0
1_3840_u,0,"i read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing i like more than a refreshing beverage, it's serotonin. bye-bye.","i read a study online that walking after a meal not only aids in digestion, but increases serotonin and you know me. there's one thing i like more than a refreshing beverage at serotonin. bye-bye.",0.1388888888888889
1_3842_u,0,"so what, you're just gonna walk up and down the stairs?","so, like, you're just gonna walk up and down the stairs? no.",0.2727272727272727
1_3911_u,0,"that's very thoughtful, but i think i'll finish my coffee first.","that's very thoughtful, but i think i'll finish my coffee first.",0.0
1_4031_u,1,"in 1917, when albert einstein established the theoretic foundation for the laser in his paper <i>""zur quantentheorie der</i> <i>strahlung,""</i> his fondest hope was that the resultant device be bitchin'.","in 1917, when albert einstein established the theoretic foundation for the laser and his papers are quentin tary de stralum, his fondest hope was that the resultant device be bitchin'.",0.2413793103448276
1_410_u,0,"leonard, may i present, live from new delhi, dr. and mrs. v. m. koothrappali.","broadband. leonard mayer present, life from udelie, dr. mrs. v. m. kutropa.",0.5714285714285714
1_4145_u,1,a lot of people are working on that research. so what is all this?,a lot of people are working on that research. so what is all this?,0.0
1_427_u,1,"well, i'm sorry, too, but there's just no room for you in my wallet.","well, i'm sorry too, but there's just no room for you in my wallet.",0.07142857142857142
1_4281_u,0,it was the kind of thing that makes it kind of hard to face her now.,it was that kind of thing that makes it kind of hard to face right now.,0.125
1_4286_u,0,"all right, all right. he can buy his own desk.","sheldon! alright, alright, he can buy his own desk. and i can put it...",0.9
1_4290_u,0,i just have a question. does bernadette ever talk about me?,"i just have a question. does bernadette ever talk about me? oh, oops.",0.18181818181818182
1_430_u,0,"i've got some feelers out. in the meantime, listen to this.",i've got some feelers out in the meantime listen to this,0.2727272727272727
1_4352_u,0,he does it all the time. he's a cornucopia of social awkwardness.,he does it all the time. he's a cornucopia of social awkwardness.,0.0
1_4477_u,0,i just want to ask you a few questions about howard wolowitz.,i just want to ask you a few questions about howard wallowicz. oh.,0.16666666666666666
1_4544_u,0,"yes. in fact, our menses are synchronized. penny. bernadette tells me you're planning a girls' night.","yes, in fact our men's seas are synchronized. penny, bernadette tells me you're planning a girls night. yeah?",0.4375
1_4552_u,0,"...so anyway, to make a long story short, turns out i have an unusually firm cervix.","so anyway, to make a long story short, turns out i have an unusually firm cervix. oh! oh!",0.1875
1_4576_u,0,"bernadette dared me to tell a dirty story. ""the miller's tale"" by chaucer is the dirtiest story i know. it would have been hidden in sock drawers if people in the 14th century had worn socks.",bernadette dared me to tell a dirty story. the miller's tale by chaucer is the dirtiest story i know. it would have been hidden in sock drawers if people in the 14th century had worn socks.,0.05555555555555555
1_4603_u,0,is it possible that she was going for your cheek and you moved and she accidentally got lip? that happens with me and my mom all the time.,"yes, i'm in the mouth. is it possible that she was going for your cheek and you moved and she accidentally got lip? that happens with me and my mom all the time.",0.17857142857142858
1_4639_u,0,"well, i'm just glad you finally found yourself a keeper.",portion of our evening. well i'm just glad you finally found yourself a keeper.,0.5
1_467_u,0,that woman looks exactly like the pictures of princess panchali in the book. how often does one see a beloved fictional character come to life?,what are you getting at? that woman looks exactly like the pictures of princess pinchali in the book. how often does one see a beloved fictional character come to life?,0.24
1_4743_u,1,"oh, and the science dudes want to talk science with you. what do you want to talk about-- rocks, dinosaurs, our friend the beaver?","oh, and the science aids want to talk science with you. what do you want to talk about? rocks, dinosaurs, are friend the beaver?",0.125
1_4760_u,1,"in the bedrooms of ten-year- old girls, where they belong.",in the bedrooms of 10-year-old girls where they belong.,0.3
1_4789_u,1,"i don't know. somebody bigger and... yeah, sure. why not you?","i don't know, somebody bigger and... yeah, sure, why not you?",0.18181818181818182
1_4792_u,0,"obviously, we're no longer a justice league. we have no choice but to switch to our muppet baby costumes.","obviously, we're no longer a justice league. they have no choice but to switch to our muppet baby costumes.",0.05263157894736842
1_4850_u,0,i understand. your loyalty is admirable. but what if i were to up the ante?,"i understand that your loyalty is admirable, but what if i were to up the ante?",0.2
1_4949_u,0,"certainly. i'd like to raise two points. number one, i think they <i>are</i> talking about penises. and number two, these mimosas are kicking my little brown ass.","i'd like to raise two points. number one, i think they are talking about penises. and number two, these mamosas are clicking my little brown ass.",0.14814814814814814
1_4967_u,1,we might be starting to zero in on your problem.,lab or doodle? they might be starting to zero in on your problem.,0.4
1_4995_u,1,"hey, you taught me something. who would have thought it?","hey, you taught me something. who would have thought it?",0.0
1_5058_u,1,"an entire dinner to talk about your research? where you going, the drive-thru at jack in the box?",research. an entire dinner to talk about your research. are we going to drive through it jack in the box?,0.5
1_506_u,0,not to mention you'd have to power down on saturdays.,not so mentioned you'd have to power down on saturdays.,0.2
1_507_u,1,"well, there's always the possibility that a trash can spontaneously formed around the letter but occam's rasor would suggest that someone threw it out.","well, it was always the possibility that a trash can spontaneously formed around the letter, but occam's razor would suggest that someone threw it out.",0.16666666666666666
1_5109_u,0,"yeah, but you were just sleeping, because i forboded you to have sex.","yeah, but you were just sleeping because i forbidden you to have sex",0.23076923076923078
1_5134_u,1,"oh, yeah, yeah. it's real great. today i drove to van nuys for an audition i thought was going to be for a cat food commercial. turned out to be porn.","oh yeah, yeah, it's real great. today i drove to van ais for an audition. i thought it was going to be for a cat food commercial. turn out to be porn.",0.1935483870967742
1_5156_u,1,"that's got to be fun for you, huh? watching hofstadter suck the saliva out of your sister's mouth?","that's gotta be fun for you, huh? watching a hofstetter suck the saliva of your sister's mouth.",0.3333333333333333
1_5166_u,1,"yeah, it's a great time to be alive, isn't it?","it's a great time to be alive, isn't it? they don't worry.",0.4
1_5169_u,0,i'm not saying that you're not fun. you're the most fun person i know.,not saying that you're not fun. you're the most fun person i know.,0.07142857142857142
1_5211_u,1,"saying that while holding a snowflake is a bit heavy-handed, don't you think?","saying that while holding a snowflakes a little bit heavy-handed, don't you think?",0.23076923076923078
1_5212_u,0,"i'm sorry, sheldon bought a loom and learned how to weave?","i'm sorry, sheldon bought a loom and learned how to weave.",0.09090909090909091
1_533_u,0,"technically, yes. but, if you'll notice... it's reversible!","ah, technically, yes, but if you'll notice, it's reversible.",0.625
1_536_u,1,just the latest copy of applied particle physics quarterly.,"i've just the latest copy of applied particle physics quarterly. oh, you know, that is so weird that yours came and mine didn't.",1.5555555555555556
1_537_u,1,"oh, you know, that is so weird that yours came and mine didn't.","oh, you know, that is so weird that yours came and mine didn't.",0.0
1_5496_u,1,"okay, amy, you're being silly. i'm not concerned about who hangs out with who. and i certainly don't have a problem with leonard's new girlfriend who wears way too much makeup. ooh, these are cute. of course if i buy them, i'll have to rent my womb out to a gay couple.","okay, amy or being silly, i'm not concerned about who hangs out with who. i certainly don't have a problem with leonard's new girlfriend who wears way too much makeup. oh, these are cute! of course i buy them off to rent my womb out to a gay couple.",0.19230769230769232
1_5571_u,1,"yes, i'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.","and aside like a seven-day course of penicillin, some syrup of ifakac to induce vomiting and ament.",0.42105263157894735
1_5572_u,1,"he drank from leonard's glass. ""he drank from leonard's glass""-- the words they'll be carving into my tombstone.",he drank from leonard's glass. he drank from leonard's glass. words will be carving into my tombstone.,0.2222222222222222
1_5580_u,1,"right, right, whereas jewish mothers take a casual, la-di-da approach to their sons.",whereas jewish mothers take the casual laudida approach to their sons.,0.38461538461538464
